cluster_name,theory_id,theory_name,paper_title,doi
"Cellular Senescence Theory",T021474,"Cellular Senescence Theory of Aging","Cellular senescence in progenitor cells contributes to diminished remyelination potential in progressive multiple sclerosis.",10.1073/pnas.1818348116
"Cellular Senescence Theory",T021476,"Cellular Senescence Theory of Aging","Relation between replicative senescence of human fibroblasts and life history characteristics.",10.1016/j.arr.2009.01.004
"Cellular Senescence Theory",T021478,"p53 tumor suppressor theory of aging","Tumor suppression by p53 without accelerated aging: just enough of a good thing?",10.4161/cc.5.7.2632
"Cellular Senescence Theory",T021509,"Cellular Senescence Theory of Aging","Molecular Aspects of Senescence and Organismal Ageing-DNA Damage Response; Telomeres; Inflammation and Chromatin.",10.3390/ijms22020590
"Cellular Senescence Theory",T021516,"Cellular Senescence Theory of Aging","Endothelial cell senescence.",10.1007/3-540-36028-x_7
"Cellular Senescence Theory",T021527,"Cellular Senescence Theory of Aging","The metabolic roots of senescence: mechanisms and opportunities for intervention.",10.1038/s42255-021-00483-8
"Cellular Senescence Theory",T021557,"Cellular Senescence Theory of Aging","Senescence-associated inflammatory responses: aging and cancer perspectives.",10.1016/j.it.2015.02.009
"Cellular Senescence Theory",T021560,"Cellular Senescence Theory of Aging","Inflammation; epigenetics; and metabolism converge to cell senescence and ageing: the regulation and intervention.",10.1038/s41392-021-00646-9
"Cellular Senescence Theory",T021566,"Stress-Induced Premature Senescence (SIPS) Theory","Stress-induced premature senescence of endothelial cells: a perilous state between recovery and point of no return.",10.1097/MOH.0b013e32832a07bd
"Cellular Senescence Theory",T021569,"DNA Damage-Induced Senescence Theory of Aging","Global mapping of transcription factor motifs in human aging.",10.1371/journal.pone.0190457
"Cellular Senescence Theory",T021574,"Neuronal Senescence Theory of Brain Aging","Neuronal senescence may drive brain aging.",10.1126/science.adi3450
"Cellular Senescence Theory",T021576,"Endothelial Cell Senescence Theory of Cerebrovascular Aging","Implicating endothelial cell senescence to dysfunction in the ageing and diseased brain.",10.1111/bcpt.13403
"Cellular Senescence Theory",T021592,"Cellular Senescence Theory of Aging","Elimination of senescent cells by β-galactosidase-targeted prodrug attenuates inflammation and restores physical function in aged mice.",10.1038/s41422-020-0314-9
"Cellular Senescence Theory",T021598,"Cellular Senescence as a Driver of Aging-Related Chemoresistance via NF-κB/RELA Activation","Aging-related signature stratifies LUAD prognosis and uncovers senescence-induced chemoresistance via NF-κB/RELA activation.",10.1186/s12931-025-03355-x
"Cellular Senescence Theory",T021608,"Cellular senescence as a driver of pancreatic β-cell functional maturation and aging","Effects of ageing and senescence on pancreatic β-cell function.",10.1111/dom.12719
"Cellular Senescence Theory",T021611,"Cellular Senescence Theory of Aging","DNA double strand break responses and chromatin alterations within the aging cell.",10.1016/j.yexcr.2014.09.003
"Cellular Senescence Theory",T021615,"Autophagy Decline Theory of Aging","Promoting basal levels of autophagy in the nervous system enhances longevity and oxidant resistance in adult Drosophila.",10.4161/auto.5269
"Cellular Senescence Theory",T021637,"Autophagy Decline and Modulation Theory of Aging","BECN1<sup>F121A</sup> mutation increases autophagic flux in aged mice and improves aging phenotypes in an organ-dependent manner.",10.1080/15548627.2022.2111852
"Cellular Senescence Theory",T021638,"Replicative Senescence Theory of Aging","Relationship between donor age and the replicative lifespan of human cells in culture: a reevaluation.",10.1073/pnas.95.18.10614
"Cellular Senescence Theory",T021640,"Cellular Senescence Theory of Aging","Cellular senescence in tissue repair: every cloud has a silver lining.",10.1387/ijdb.180081my
"Cellular Senescence Theory",T021643,"p53 hyperactivation theory of accelerated aging","Accelerated ageing in mice deficient in Zmpste24 protease is linked to p53 signalling activation.",10.1038/nature04019
"Cellular Senescence Theory",T021653,"Cellular Senescence Theory of Aging with p21 as a Causal Driver","Cdkn1a silencing restores myoblast differentiation by inducing selective apoptosis in senescent cells.",10.1186/s11658-025-00731-9
"Cellular Senescence Theory",T021656,"Autophagy as a regulator of cellular senescence and aging","Quality and quantity control of proteins in senescence.",10.18632/aging.100145
"Cellular Senescence Theory",T021667,"Cellular Senescence Theory of Aging","Cellular senescence in bone.",10.1016/j.bone.2019.01.015
"Cellular Senescence Theory",T021687,"Cellular Senescence Theory of Aging","A human tissue-specific transcriptomic analysis reveals a complex relationship between aging; cancer; and cellular senescence.",10.1111/acel.13041
"Cellular Senescence Theory",T021700,"Cellular Senescence Theory of Aging","Mesenchymal stem cell-derived extracellular vesicles reduce senescence and extend health span in mouse models of aging.",10.1111/acel.13337
"Cellular Senescence Theory",T021703,"Cellular Senescence Theory of Aging","Cell Autonomous and Non-Autonomous Effects of Senescent Cells in the Skin.",10.1038/jid.2015.108
"Cellular Senescence Theory",T021709,"Cellular Senescence Theory of Aging","Cellular senescence and the senescent secretory phenotype: therapeutic opportunities.",10.1172/JCI64098
"Cellular Senescence Theory",T021715,"Cellular senescence theory of aging","Elimination of p19<sup>ARF</sup>-expressing cells enhances pulmonary function in mice.",10.1172/jci.insight.87732
"Cellular Senescence Theory",T021731,"Epigenetic Cellular Senescence Theory","Epigenetic aspects of cellular senescence.",10.1016/s0531-5565(99)00076-5
"Cellular Senescence Theory",T021749,"Anti-oncogene (Tumor Suppressor Gene) Theory of Aging","Potential role of anti-oncogenes in aging.",10.1016/0047-6374(90)90044-g
"Cellular Senescence Theory",T021768,"Cellular Senescence Theory of Aging","Identification of genes involved in cell senescence and immortalization: potential implications for tissue ageing.",10.1002/0470868694.ch10
"Cellular Senescence Theory",T021770,"Cellular Senescence Theory of Aging","Naturally occurring p16(Ink4a)-positive cells shorten healthy lifespan.",10.1038/nature16932
"Cellular Senescence Theory",T021797,"Cellular Senescence and the Hayflick Limit Theory","Reprogramming somatic cell differentiation and the Hayflick Limit: contrasting two modern molecular bioengineering aims and their impact on the future of mankind.",10.1023/a:1016694923125
"Cellular Senescence Theory",T021816,"Cellular Senescence Theory of Aging","The effects of macronutrients metabolism on cellular and organismal aging.",10.1016/j.bj.2023.02.005
"Cellular Senescence Theory",T021819,"Cellular Senescence Theory of Aging","Impact of senescence-associated secretory phenotype and its potential as a therapeutic target for senescence-associated diseases.",10.1111/cas.13184
"Cellular Senescence Theory",T021824,"Cellular Senescence Theory of Aging","Cellular Senescence: Aging; Cancer; and Injury.",10.1152/physrev.00020.2018
"Cellular Senescence Theory",T021844,"p53-mediated cellular senescence and stem cell depletion theory of aging","Does p53 affect organismal aging?",10.1002/jcp.10104
"Cellular Senescence Theory",T021845,"Cellular Senescence Theory of Aging","Translating the Science of Aging into Therapeutic Interventions.",10.1101/cshperspect.a025908
"Cellular Senescence Theory",T021855,"Cellular senescence and senescence-associated secretory phenotype (SASP) regulation via chromatin architecture and enhancer dynamics","Senescence-activated enhancer landscape orchestrates the senescence-associated secretory phenotype in murine fibroblasts.",10.1093/nar/gkaa858
"Cellular Senescence Theory",T021894,"Cellular Senescence Theory of Aging","Targeting Molecular Mechanism of Vascular Smooth Muscle Senescence Induced by Angiotensin II; A Potential Therapy via Senolytics and Senomorphics.",10.3390/ijms21186579
"Cellular Senescence Theory",T021901,"Cellular Senescence Theory of Aging in Fat Tissue","Fat tissue; aging; and cellular senescence.",10.1111/j.1474-9726.2010.00608.x
"Cellular Senescence Theory",T021904,"Cellular Senescence Theory of Aging Mediated by p63 Deficiency","p63 deficiency activates a program of cellular senescence and leads to accelerated aging.",10.1101/gad.342305
"Cellular Senescence Theory",T021906,"Cellular Senescence Theory of Aging","Cell Senescence in Lupus.",10.1007/s11926-019-0800-6
"Cellular Senescence Theory",T021913,"Cellular Senescence Theory of Aging","Senescent cells: a novel therapeutic target for aging and age-related diseases.",10.1038/clpt.2012.193
"Cellular Senescence Theory",T021929,"Cellular Senescence Theory of Aging","The interplay between senescence; inflammation; and the immune system.",10.1101/gad.353125.125
"Cellular Senescence Theory",T021952,"Cellular Senescence as a Causal Driver of Systemic Aging Induced by Viral Infection","[Mechanism and significance of cell senescence induced by viral infection].",10.3724/zdxbyxb-2024-0213
"Cellular Senescence Theory",T021959,"Autophagy Decline Theory of Skeletal Muscle Aging and Sarcopenia","Skeletal muscle autophagy and its role in sarcopenia and organismal aging.",10.1016/j.coph.2017.03.009
"Cellular Senescence Theory",T021960,"Cellular Senescence Theory of Aging","The connection between aging; cellular senescence and gut microbiome alterations: A comprehensive review.",10.1111/acel.14315
"Cellular Senescence Theory",T021968,"Cellular Senescence Theory of Aging","Targeting Cellular Senescence in Aging and Age-Related Diseases: Challenges; Considerations; and the Emerging Role of Senolytic and Senomorphic Therapies.",10.14336/AD.2024.0206
"Cellular Senescence Theory",T021969,"Stem Cell Senescence as a Tumor-Suppressive Mechanism Contributing to Organismal Aging","Do tumor-suppressive mechanisms contribute to organism aging by inducing stem cell senescence?",10.1172/JCI20750
"Cellular Senescence Theory",T021974,"Cellular Senescence Theory of Aging","Faces of cellular senescence in skin aging.",10.1016/j.mad.2021.111525
"Cellular Senescence Theory",T021977,"p16Ink4a-mediated cellular senescence theory of aging","Opposing roles for p16Ink4a and p19Arf in senescence and ageing caused by BubR1 insufficiency.",10.1038/ncb1744
"Cellular Senescence Theory",T021985,"Cellular Senescence as a DNA Damage Response Theory","Living on a break: cellular senescence as a DNA-damage response.",10.1038/nrc2440
"Cellular Senescence Theory",T022001,"Cellular Senescence Theory of Aging","Senescence- and Immunity-Related Changes in the Central Nervous System: A Comprehensive Review.",10.14336/AD.2024.0755
"Cellular Senescence Theory",T022039,"Cellular Senescence Theory of Aging","Targeting senescent cells and tumor therapy (Review).",10.3892/ijmm.2020.4705
"Cellular Senescence Theory",T022074,"Cellular Senescence Theory of Aging","Signal Transduction; Ageing and Disease.",10.1007/978-981-13-3681-2_9
"Cellular Senescence Theory",T022080,"Cellular Senescence Theory of Aging","Cell senescence in human aging and disease.",10.1111/j.1749-6632.2002.tb02078.x
"Cellular Senescence Theory",T022081,"Senescent Cell Antigen Theory of Cellular Aging","Band 3 in aging and neurological disease.",10.1111/j.1749-6632.1991.tb16979.x
"Cellular Senescence Theory",T022089,"Cellular Senescence Theory of Aging","Type I interferons and related pathways in cell senescence.",10.1111/acel.13234
"Cellular Senescence Theory",T022112,"Apoptosis Resistance as a Driver of Aging and Age-Dependent Disease","Regulation of apoptosis resistance and ontogeny of age-dependent diseases.",10.1016/s0531-5565(96)00156-8
"Cellular Senescence Theory",T022122,"Cellular Senescence Theory of Aging","Senescent cells: a therapeutic target for cardiovascular disease.",10.1172/JCI95146
"Cellular Senescence Theory",T022139,"Cellular Senescence Theory of Aging","Molecular and Environmental Modulators of Aging: Interplay Between Inflammation; Epigenetics; and RNA Stability.",10.3390/genes16070796
"Cellular Senescence Theory",T022158,"p53-mediated tumour suppression as a driver of organismal ageing","p53: at the crossroad between cancer and ageing.",10.1002/path.2086
"Cellular Senescence Theory",T022198,"Cellular Senescence Theory of Aging","The number of p16INK4a positive cells in human skin reflects biological age.",10.1111/j.1474-9726.2012.00837.x
"Cellular Senescence Theory",T022201,"Cellular Senescence Theory of Aging","Senescent cells and their secretory phenotype as targets for cancer therapy.",10.1159/000343572
"Cellular Senescence Theory",T022207,"Cellular Senescence Theory of Aging","[Aging: A matter of DNA damage; nuclear envelope alterations and inflammation?].",10.1051/medsci/2020241
"Cellular Senescence Theory",T022216,"Senescent Cell Anti-Apoptotic Pathways (SCAPs) Theory","Transcriptomic signatures and network-based methods uncover new senescent cell anti-apoptotic pathways and senolytics.",10.1111/febs.17402
